,number,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,scents_group
888,478,TRUSSARDI,Extreme,462.0,127.95,100,EDT,Men,Woody,Vetiver and Patchouli,"Fruity-Gourmand, Dark Plum and Powdery Iris",5.0,Perfumes-shop,3.9,537,Woody
889,481,Roberto Cavalli,Paradiso,500.0,165.0,75,EDP,Women,Woody,"Pine Tree, Cypress and Laurels",Jasmine,4.6,hadayiq baris,3.8,122,Woody
890,482,LALIQUE,Encre Noire,165.0,140.0,100,EDT,Men,Woody,Sandalwood,Lemongrass,4.4,kikup,3.9,23,Woody
891,483,AZZARO,Visit,156.0,106.0,100,EDT,Men,Woody,"Gray Amber, And Musk","Lebanese Cedar, Guaiac Tree, And Incense",4.3,Beautiful Live,412.0,7,Woody
892,484,Calvin Klein,Escape,235.0,96.25,100,EDT,Men,Woody,"Sandalwood, Amber, Patchouli, Oakmoss and Vetiver","Rosemary, Cypress, Fir, Sage, Birch and Sea notes",4.5,noon,4.2,98.1K,Woody
893,488,GUESS,Guess,113.0,103.6,100,EDT,Women,Woody,"Australian Sandalwood, Musk and Vanilla","Peony, Violet and Jasmine",5.0,Star.perfume,3.9,537,Woody
894,495,Yves Saint Laurent,La Nuit De L`Homme,536.0,314.0,100,EDT,Men,Woody,"Vetiver, Caraway","Bergamot, Virginia Cedar, Lavender",5.0,The first fragrance,412.0,7,Woody
895,501,BURBERRY,Burberry Body,13.0,8.5,2,EDT,Women,Woody,"Absolute Vanilla Orchid Tahitensis, Praline, Patchouli, Papyrus","Rose Damascena Essence, Incense",4.0,Princess of beauty,3.8,467,Woody
896,505,LALIQUE,Encre Noire,485.0,136.95,100,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,4.5,Parvant Store,3.7,76,Woody
897,512,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442.0,108.75,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.7,319,Woody
898,515,Van Cleef & Arpels,Ambre Imperial,730.0,479.0,75,EDP,Unisex,Woody,Woodsy Notes,"Tonka Bean, Vanilla, Amber, Benzoin",5.0,PARFUM.1990,3.8,76,Woody
899,519,Calvin Klein,Secret Obsession,202.0,163.95,100,EDP,Women,Woody,"Burnt Amber, Cashere Woods, Vanilla and Sandalwood","Jasmine, Orange Flower and Tuberose",5.0,Chansles,3.9,33,Woody
900,520,AZZARO,Wanted,365.0,196.2,100,EDT,Men,Woody,"Haitian vetiver, tonka bean, amberwood","Guatemalan cardamom, juniper, apple, geranium",5.0,noon,4.2,98.4K,Woody
901,525,PENHALIGON'S,Portraits George,2350.0,886.0,75,EDP,Men,Woody,Tonka Beans,Shaving Soap,5.0,Beuatyone1,4.2,1.3K,Woody
902,536,AZZARO,Visit,310.0,110.0,100,EDT,Men,Woody,"Amber, musk","Labdanum, guaiac wood, incense, cedar",1.0,Star.perfume,3.9,537,Woody
903,538,CHANEL,Bleu De Chanel,930.0,374.0,100,EDP,Men,Woody,"Incense, Amber, Cedar, Sandalwood, Patchouli, Labdanum, Amber wood","Ginger, Jasmine, Nutmeg, Melon",4.7,Perfume Ms,3.9,66,Woody
904,543,Geoffrey Beene,Grey Flannel,105.0,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","mimosa, iris, violet, sage, rose, geranium and Narcissus",5.0,Beautiful Live,3.9,7,Woody
905,553,Dolce & Gabbana,The One Royal Night,630.0,290.75,100,EDP,Men,Woody,"Sandalwood, Cedar, Amber and Labdanum",Pear Wood and Nutmeg,5.0,AMLAQ,3.9,135,Woody
906,554,Givenchy,Xeryus Rouge,259.0,199.0,100,EDT,Men,Woody,"Leather, amber, musk, oakmoss, balsam fir, vetiver, incense and cedar","Cyclamen, coriander, carnation, cypress, sandalwood, juniper berries, cinnamon, tarragon, petitgrain and geranium",4.4,Brides Palace,3.5,32,Woody
907,563,LOEWE,Esencia,529.0,200.0,100,EDT,Men,Woody,"Cedar, Musk, Sandalwood","Cardamom, Pepper",4.5,Parfume-Stor,4.3,118,Woody
908,564,Parfums De Marly,Delina Exclusive,1696.0,785.0,75,EDP,Women,Woody,"Woody, Amber, Vanilla","Turkish Rose, Incense, Burning Oud",4.0,Golden Perfumesعطر أصلي 100 %,3.6,111,Woody
909,565,ESCADA,Especially Elixir,283.0,198.5,75,EDP,Women,Woody,"Dry Amber, Madagascar Vanilla, Patchouli, Cashmere and Dry Amber","Ylang Ylang, Turkish Rose and Plums",4.3,ثروة الجمال,3.8,78,Woody
910,570,Aramis,900 Herbal Spray,179.0,100.0,100,EDC,Men,Woody,"Sandalwood, Amber, Patchouli, Civet, Oakmoss Vetiver","Carnation, Orris Root, Jasmine, Lily-of-the-Valley, Rose Geranium",4.0,Star.perfume,3.9,537,Woody
912,581,DORALL COLLECTION,Eternally Hot,29.0,8.0,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,3.7,14.1K,Woody
913,583,marbert man,Marbert Man,134.0,68.8,125,EDT,Men,Woody,"Musk, Sandalwood, Cedar, Oakmoss","Carnation, Cinnamon, White Honey",3.3,VIP.PARFUME,3.6,113,Woody
914,585,Aramis,Brown,161.0,94.15,110,EDT,Men,Woody,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver and Sandalwood",5.0,VIP.PARFUME,3.8,76,Woody
915,587,LALIQUE,Encre Noire,485.0,134.95,100,EDT,Men,Woody,Cashmere Wood And Musk,Haiti Vetiver And Bourbon Vetiver,4.5,Abu Al Tayyeb Perfumes,4.2,59,Woody
916,599,Ajmal,Alf Laila O Laila,222.0,153.3,60,EDP,Unisex,Woody,Musky Woody,Floral Spicy,5.0,noon,4.2,98.1K,Woody
917,608,BURBERRY,Brit Rhythm,360.0,119.95,90,EDT,Men,Woody,Cedarwood and Tonka Bean,"Black Leather, Patchouli and Styrax",4.0,hadayiq baris,3.8,122,Woody
918,610,HUGO BOSS,Boss,375.0,105.0,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood And Vanilla","Geranium, Cinnamon And Cloves",4.7,Acacia Rose,4.4,77,Woody
919,615,HUGO BOSS,Bottled Night,375.0,170.45,100,EDT,Men,Woody,"Louro Amarelo Wood, Sandalwood And Musky Notes","Cardamom, African Violet And Jasmine",4.5,top langri,3.7,347,Woody
920,627,HUGO BOSS,Boss Bottled Man Of Today,487.0,177.0,100,EDT,Men,Woody,"Vanilla, Sandalwood, Vetiver, Cedarwood, Olivewood, Amber-like-notes, Musk-like-notes","Geranium, Cinnamon, Cloves",4.1,Acacia Rose,4.4,5,Woody
921,636,Estee Lauder,Modern Muse Chic,472.0,275.0,100,EDP,Women,Woody,"Cashmere Wood, Agarwood (Oud), Labdanum, Patchouli, Ebony Tree, Musk, Madagascar Vanilla and Suede","Jasmine Sambac, Tuberose and Lily",4.5,Faces,3.9,61,Woody
922,637,HUGO BOSS,Boss Orange,339.0,112.7,75,EDT,Women,Woody,"Sandalwood, Olive Tree and Vanilla","White Flowers, African Orange Flower",5.0,noon,4.2,98.1K,Woody
923,638,Dolce & Gabbana,K,338.0,269.0,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon And Juniper Berries","Pimento, Clary Sage, Geranium And Lavandin",4.1,Grass gulf,3.7,98,Woody
925,648,Jacques Bogart,One Man Show,40.55,40.55,100,EDT,Men,Woody,"Sandalwood, Tonka Bean, Amber, Coconut, Vanilla, Oak Moss, Cedar And Styrax","Labdanum, Nutmeg, Spices, Carnation, Patchouli, Jasmine, Vetiver, Rose, Pine Tree Needles And Geranium",4.5,Golden Perfumesعطر أصلي 100 %,3.6,111,Woody
926,653,CHOPARD,1000 Miglia,275.0,153.3,80,EDT,Men,Woody,"Amber, Woody Notes And Coffee","Violet, Green Grass, Asphalt And Leather",1.0,noon,4.2,98.1K,Woody
927,661,VERSACE,Eau Fraiche,363.0,178.1,100,EDT,Men,Woody,"Amber, Musk, Platanus, Saffron, Woody Notes","Cedar, Pepper, Sage",4.4,noon,4.2,98.1K,Woody
928,662,S.T.Dupont,Essence Pure,215.0,74.35,100,EDT,Men,Woody,"Cypress, Amber, Musk And Cedar","Iris, Lavender And Bamboo",4.6,noon,4.2,98.1K,Woody
929,671,DAVIDOFF,Cool Water,360.0,76.95,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122,Woody
930,672,LACOSTE,L.12.12 Blanc,244.0,88.0,100,EDT,Men,Woody,"Leather, Suede And Cedar",Mexican Tuberose And Ylang-Ylang,3.7,hadayiq baris,3.8,122,Woody
931,673,MONTBLANC,Lady Emblem Elixir,372.0,176.3,50,EDP,Women,Woody,"Patchouli, Sandalwood and Vanilla","Iris, Orange Blossom, Damask Rose and Jasmine",5.0,Beautiful Live,412.0,7,Woody
932,674,BURBERRY,Body,240.0,141.35,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber and Vanille","Iris, Rose and Sandalwood",4.8,noon,4.2,98.1K,Woody
933,682,DAVIDOFF,The Game,215.0,83.95,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",4.9,noon,4.2,98.1K,Woody
934,701,Arabian Oud,Sheikh Al Shuyukh,54.0,54.0,100,EDP,Men,Woody,Vetiver And Patchouli,"Lavender, Sage And Rosemary",5.0,VIP.PARFUME,445.0,8,Woody
935,704,CHANEL,Bleu De Chanel,930.0,374.0,100,EDP,Men,Woody,"Incense, Amber, Cedar, Sandalwood, Patchouli, Labdanum, Amber wood","Ginger, Jasmine, Nutmeg, Melon",4.7,Perfume Ms,4.1,66,Woody
936,705,Lattafa,Musk Mood,48.0,48.0,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resins, Woody Note","Patchouli, Caramel, Agarwood (Oud), Floral Notes",5.0,Rihanna World Store,445.0,8,Woody
937,713,Creation Lamis,Above The Law,28.5,28.5,100,EDT,Men,Woody,"Haitian Vetiver, Tonka Bean, Amberwood","Guatemalan Cardamom, Juniper, Apple, Geranium",4.0,Princess of beauty,3.8,467,Woody
938,727,LALIQUE,Encre Noire,485.0,134.95,100,EDT,Men,Woody,Cashmere Wood And Musk,Haiti Vetiver And Bourbon Vetiver,4.5,Abu Al Tayyeb Perfumes,3.6,59,Woody
939,729,LALIQUE,Encre Noire,485.0,136.95,100,EDT,Men,Woody,"Cashmere Wood, Musk",Haitian Vetiver,4.5,Parvant Store,4.1,76,Woody
940,731,Franck Olivier,Oud Touch,163.0,85.0,100,EDP,Men,Woody,"Amber, Musk, Vanilla","Violet, Patchouli, Rose, Jasmine, Olibanum",4.7,Beautiful Live,3.9,7,Woody
941,732,MONTBLANC,Explorer,310.0,187.9,100,EDP,Men,Woody,"Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod","Haitian Vetiver, Leather",5.0,noon,4.2,98.1K,Woody
942,735,CHANEL,Coco Mademoiselle,1036.0,275.3,100,EDP,Women,Woody,"Opoponax, Patchouli, Tonka Beans, Vanilla, Vetiver, White Musk","Jasmine, Mimosa, Rose, Ylang-Ylang",4.7,Pinch Of Perfum,4.2,66,Woody
943,745,Mancera,Wild Leather,320.0,224.0,120,EDP,Unisex,Woody,"Amber, Guaiac Wood, Leather, Lichen, Musk","Bulgarian Rose, Patchouli, Violet",4.4,noon,4.2,98.1K,Woody
947,752,Lattafa,Sheikh Shuyukh,63.0,30.3,50,EDP,Unisex,Woody,"Vetiver, Patchouli","Lavender, Sage, Rosemary",4.9,noon,4.2,98.1K,Woody
948,753,Al Fakhr,Kalam Al Oud,13.3,13.3,100,EDP,Unisex,Woody,"Sandalwood, Cedarwood","Black Pepper, Cardamom",3.3,the beauty,4.1,538,Woody
949,766,UNITED COLORS OF BENETTON,Hot,29.0,27.1,100,EDT,Women,Woody,"Cedarwood, Sandalwood, Oak Moss, Amber, Vanilla and Musk","Lily of The Valley, Water Jasmine, Iris and Apricot",4.5,noon,4.2,98.1K,Woody
950,768,Estee Lauder,Wood Mystique,784.0,479.0,100,EDP,Unisex,Woody,"Patchouli, Virginia Cedar, Benzoin, Agarwood, Leather, Raspberry","Iris, Jasmine, Ylang-Ylang, Rose, Mimosa",5.0,Alabeer,4.0,5,Woody
951,769,S.T.Dupont,Essence Pure,215.0,74.35,100,EDT,Men,Woody,"Cypress, Amber, Musk And Cedar","Iris, Lavender And Bamboo",4.6,noon,4.2,98.1K,Woody
952,771,Lattafa,Pure Oudi Liquid Gold,47.4,47.4,100,EDP,Unisex,Woody,Effervescent Citrus.,"Ylang-Ylang, Black Currant",2.0,hawas,454.0,9,Woody
953,774,PACO RABANNE,One Million,319.0,319.0,200,EDT,Men,Woody,"Amber, Leather","Cinnamon, Rose",4.5,Number One,3.5,75,Woody
954,776,DORALL COLLECTION,DC Charged,14.95,14.95,100,EDT,Women,Woody,"Praline, Coconut Salt, Suede, Musk","Floral Notes, Apple",5.0,Princess of beauty,3.8,467,Woody
955,777,DAVIDOFF,The Game,215.0,83.95,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",4.9,noon,4.2,98.1K,Woody
956,782,Ferrari,Cedar Essence,360.0,106.0,100,EDP,Men,Woody,Patchouli And Amber,Marine And Watermelon,4.4,AMLAQ,3.9,135,Woody
957,784,DORALL COLLECTION,Islanders,9.0,9.0,100,EDT,Men,Woody,"Guaiac Wood, Oakmoss, Patchouli, Ambergris","Bay Leaf, Jasmine",3.4,Beauty Gallery,3.7,59,Woody
958,789,PACO RABANNE,Black Xs Potion,162.0,162.0,100,EDT,Men,Woody,Labdanum Rum,Wormwood Cashmere Wood,4.3,Beautiful Live,412.0,7,Woody
959,790,JAGUAR,Vision III,347.0,120.0,100,EDT,Men,Woody,"Sandalwood, Patchouli, Tonka Bean, Cedar, Vanilla and Musk",Jasmine and Marine Notes,3.8,magic flower,3.6,5,Woody
960,796,AZZARO,Chrome Legend,163.25,163.25,125,EDT,Men,Woody,"Warm Amber, Musk And Tonka Bean","Woodsy Notes Of Oakmoss, Vetiver, Cedar",4.5,Abu Al Tayyeb Perfumes,412.0,7,Woody
961,812,Lattafa,Oud Mood,119.0,42.55,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",4.6,noon,4.2,98.1K,Woody
962,816,GUCCI,Guilty Absolute,515.0,230.0,90,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",4.1,Rayhanti,3.8,537,Woody
963,824,Givenchy,Xeryus Rouge,455.0,214.4,100,EDT,Men,Woody,Cedar Wood,Red Pepper,4.8,noon,4.2,98.1K,Woody
964,827,TESORI D´ORIENTE,White Musk,60.0,39.95,100,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,4.2,B.A.G,3.8,14.1K,Woody
965,829,CHANEL,Coco Mademoiselle,1036.0,275.3,100,EDP,Women,Woody,"Opoponax, Patchouli, Tonka Beans, Vanilla, Vetiver, White Musk","Jasmine, Mimosa, Rose, Ylang-Ylang",4.7,Pinch Of Perfum,3.5,66,Woody
966,833,Mandarina Duck,Black,182.6,182.6,100,EDT,Men,Woody,"Vetiver,Patchouli","Tuberose,Orange Blossom,Musk",5.0,Star.perfume,3.9,539,Woody
967,834,PACO RABANNE,1 Million,395.0,172.0,100,EDT,Men,Woody,"Leather, Woody Notes, Amber, Indian Patchouli","Rose, Cinnamon, Spicy Notes",4.6,Al-Najm,3.7,347,Woody
968,838,Guerlain,L'Instant Magic,725.0,422.0,100,EDP,Women,Woody,"Wood, Almond","Rose, Freesia",4.7,PARFUM.1990,3.5,33,Woody
970,844,BURBERRY,Mr. Burberry,515.0,179.95,100,EDP,Men,Woody,"Patchouli, Amber, Sandalwood, Vetiver, Benzoin and Cinnamon","Lavender, Cedar, Nutmeg",4.5,noon,4.2,98.1K,Woody
971,848,Lattafa,Sheikh Shuyukh,63.0,30.3,50,EDP,Unisex,Woody,"Vetiver, Patchouli","Lavender, Sage, Rosemary",4.9,noon,4.2,98.1K,Woody
973,861,LALIQUE,Encre Noire,165.0,140.0,100,EDT,Men,Woody,Sandalwood,Lemongrass,4.4,kikup,3.6,23,Woody
974,862,UNITED COLORS OF BENETTON,Hot,29.0,27.1,100,EDT,Women,Woody,"Cedarwood, Sandalwood, Oak Moss, Amber, Vanilla and Musk","Lily of The Valley, Water Jasmine, Iris and Apricot",4.5,noon,4.2,98.1K,Woody
975,879,LACOSTE,L.12.12 Blanc,244.0,88.0,100,EDT,Men,Woody,"Leather, Suede And Cedar",Mexican Tuberose And Ylang-Ylang,3.7,hadayiq baris,3.8,122,Woody
976,881,Geoffrey Beene,Grey Flannel,105.0,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","mimosa, iris, violet, sage, rose, geranium and Narcissus",5.0,Beautiful Live,4.3,7,Woody
977,882,Niya,Hawaiian Musk,99.0,49.0,100,EDP,Men,Woody,"Musk, Oakmoss, Vanilla","Moroccan Jasmine, Patchouli, Birch, Rose",4.5,noon,4.2,98.1K,Woody
978,885,DAVIDOFF,Zino,116.0,81.55,125,EDT,Men,Woody,"Tonka, Sandal, Amber, Cedar, Patchouli and Vanilla","Muguet, Rose, Jasmine and Geranium",3.4,AMLAQ,3.9,135,Woody
979,886,Niya,Prive Maison Sandalwood,247.0,99.0,100,EDP,Men,Woody,"Sandalwood, Vanilla, Musk","Muguet, Violet, Tuberose",4.7,noon,4.2,98.1K,Woody
981,888,Roberto Cavalli,Just Cavalli,357.0,101.95,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K,Woody
982,901,DAVIDOFF,Adventure,210.0,79.6,100,EDT,Men,Woody,"Vetiver,Ceder,WhiteMusk",Warm Spices Of Wild Aromatic Black Sesame And South American Pimento,4.5,noon,4.2,98.1K,Woody
983,916,JOVAN,Musk Cologne Sp,55.0,19.0,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,Cute,3.7,1.9K,Woody
984,917,LACOSTE,L.12.12 Blanc-Pure,347.0,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K,Woody
985,919,DAVIDOFF,Adventure,210.0,219.0,100,EDT,Men,Woody,"Vetiver,Ceder,WhiteMusk",Warm Spices Of Wild Aromatic Black Sesame And South American Pimento,4.5,garmid,3.7,98,Woody
986,922,Mancera,Red Tobacco,590.0,340.0,120,EDP,Men,Woody,"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods and White Musk","Patchouli Leaves, Jasmine",4.7,Faces,3.7,61,Woody
987,923,Lattafa,Oud Mood,119.0,42.55,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",4.6,noon,4.2,98.1K,Woody
988,926,GUCCI,Guilty Absolute,515.0,230.0,90,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",4.1,Rayhanti,3.5,537,Woody
989,934,Dolce & Gabbana,K,338.0,269.0,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon And Juniper Berries","Pimento, Clary Sage, Geranium And Lavandin",4.1,Grass gulf,3.7,98,Woody
990,935,JOVAN,Musk Cologne Sp,55.0,19.0,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,garmid,3.7,1.9K,Woody
991,937,LACOSTE,L.12.12 Blanc-Pure,347.0,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,garmid,3.7,98,Woody
992,938,TED LAPIDUS,Pour Homme,129.0,44.45,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar, tobacco","Pine tree, honey, orris root, jasmine, caraway, petitgrain, lily-of-the-valley, rose, brazilian rosewood, incense",5.0,neo lek,3.6,88,Woody
993,943,Givenchy,Xeryus Rouge,455.0,214.4,100,EDT,Men,Woody,Cedar Wood,Red Pepper,4.8,noon,4.2,98.1K,Woody
994,945,TESORI D´ORIENTE,White Musk,60.0,39.95,100,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,4.2,B.A.G,3.7,14.1K,Woody
995,949,Guerlain,L'Instant Magic,725.0,422.0,100,EDP,Women,Woody,"Wood, Almond","Rose, Freesia",4.7,PARFUM.1990,4.1,33,Woody
996,951,BURBERRY,Body Mini ED,34.0,23.0,5,EDT,Women,Woody,"Sandalwood, Cashmerean, Musk, Amber, Vanilla","Rose, Iris",1.0,Royal Scent,3.5,5,Woody
999,986,Roberto Cavalli,Just Cavalli,357.0,101.95,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K,Woody
1000,987,HUGO BOSS,Bottled Night,688.0,250.0,200,EDT,Men,Woody,"Musk, Woody Notes",Violet,4.5,Lady Style,3.6,5,Woody
1001,1000,JOVAN,Musk Cologne Sp,55.0,19.0,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,Cute,3.7,1.9K,Woody
1002,1002,LACOSTE,L.12.12 Blanc-Pure,347.0,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K,Woody
